page_id,page,min
208974,Titisee-Neustadt,2898.50019581293
97147,Rheinberg,2901.81316642651
47433,Elmshorn,2922.22125355002
46366,Landsberg am Lech,2929.48976484174
3439019,Lich,2944.72093902134
58150,Einbeck,2948.79844283714
14070,Gifhorn,2951.67810023482
158708,Lüdinghausen,2951.83887175729
45078,Dachau,2951.94455016917
60465,Brunsbüttel,2966.27972046582
16939,Oschersleben (Bode),2967.04302273549
2869,Korbach,2970.5200866944
67940,Dietzenbach,2999.14921940711
292911,Trostberg,3001.68057106829
66480,Radolfzell am Bodensee,3003.55694580721
17756,Germersheim,3005.33011342575
14077,Walsrode,3009.30311586071
4094187,Teltow,3009.92772267319
119405,Bad Wiessee,3010.26537824699
182607,Blaubeuren,3014.56138648171
30296,Überlingen,3018.25313680689
141898,Wörth am Rhein,3022.18038531992
3134955,Sundern (Sauerland),3031.21907090758
67714,Nordhorn,3049.87401204522
24593,Schwabmünchen,3066.69964778635
9409,Luckenwalde,3082.49399605923
44848,Frankenberg (Eder),3083.24661257577
71546,Meinerzhagen,3086.91907412536
286167,Wahlstedt,3093.17336054635
9403,Rathenow,3100.96469821317
9401,Eberswalde,3105.5112460583
95475,Steinheim (Westfalen),3119.2461492263
21935,Kempen,3129.6039438819
145607,Landstuhl,3131.23990055389
3617584,Lampertheim,3132.23440751482
4037496,Aalen,3132.36446230725
114438,Bad Brückenau,3134.52158139608
67882,Bad Doberan,3146.83446623513
106671,Herzogenaurach,3151.40824298239
33766,Husum,3152.58283836427
43955,Donaueschingen,3156.50384585402
1231393,Hofgeismar,3164.3743407558
46587,Ahrensburg,3175.10174330533
31702,Singen (Hohentwiel),3182.02401723393
136080,Kandel (Pfalz),3182.9298762971
59625,Lehrte,3184.98719826905
78002,Bergen auf Rügen,3189.35729516756
77018,Günzburg,3195.89486318086
104273,Hilden,3205.6824804007
144711,Grafenau (Niederbayern),3207.29137915949
127997,Oer-Erkenschwick,3211.15166097064
72001,Winterberg,3213.85237102283
101748,Lindenberg im Allgäu,3228.49954476515
341786,Heusenstamm,3232.37500785384
115197,Walldorf (Baden),3234.66103226193
68917,Wedel,3256.04844019708
3040638,Bad Pyrmont,3257.44231329125
68111,Bad Orb,3280.75876641229
617114,Ruhstorf an der Rott,3299.10554690744
169541,Ludwigsfelde,3300.15815999046
17959,Ochtrup,3303.27629361543
98413,Jüterbog,3331.49836308733
109577,Stuhr,3344.65165796578
39252,Lippstadt,3384.5902264151
15464,Neu-Isenburg,3409.20635662699
71174,Altena,3411.05507170683
102862,Baumholder,3429.86543727513
94501,Rietberg,3430.99897190516
49875,Pasewalk,3431.56497976447
141803,Bad Saulgau,3433.83162476746
32868,Soest,3467.50267197697
10948,Salzwedel,3498.26869667951
4432709,Viechtach,3499.81424617751
490171,Bad Windsheim,3524.33315522529
160387,Leutkirch im Allgäu,3529.24338009316
21249,Anklam,3538.70247171901
85414,Waltrop,3541.94214064185
1910093,Bad Oldesloe,3544.3597187801
846552,Haldensleben,3547.03138004946
364960,Hausach,3553.54101412477
3457,Mettmann,3565.78576821764
91226,Oelsnitz/Vogtl.,3597.81130170441
19729,Helmstedt,3602.17066894166
4094063,Bramsche,3608.0132803187
1651435,Schwedt/Oder,3652.15202288676
9410,Prenzlau,3653.88146916274
55722,Laichingen,3660.23823207079
3201800,Sangerhausen,3700.03369810695
2748037,Haßfurt,3709.65216055292
18421,Brake (Unterweser),3740.64625695961
26355,Eutin,3748.23963978822
2804137,Kyritz,3751.58650794019
33169,Garmisch-Partenkirchen,3770.34668698836
130598,Lengerich (Westfalen),3782.5324025057
17051,Haßloch,3800.43319255764
70803,Neuenhagen bei Berlin,3863.17246128378
31614,Springe,3882.47956595481
86176,Steinfurt,3892.39371512044
88792,Forchheim,3894.01274986163
162323,Penzberg,3914.19744969181
16921,Burg (bei Magdeburg),3961.57355253993
31110,Neukirchen-Vluyn,3962.19378932548
4164291,Warendorf,4039.79024258517
74138,Schrobenhausen,4059.08386778454
101939,Borken,4070.54527305675
71285,Mainburg,4100.28319093057
86221,Beckum,4161.0962444394
4504194,Schifferstadt,4175.61592616024
19288,Parchim,4189.09309665051
149970,Pocking,4234.71967825795
3899291,Coesfeld,4260.75093071415
33743,Bad Wildbad,4261.09596403192
3958260,Quakenbrück,4261.38693632768
4913845,Wismar,4262.93340276357
13431,Hagenow,4287.7414397564
16501,Halberstadt,4291.9092725048
21156,Kamp-Lintfort,4314.19995306619
18504,Neustrelitz,4352.6628767253
139544,Lohne (Oldenburg),4449.21683479257
2968351,Furth im Wald,4503.75020005891
93822,Bad Waldsee,4527.64796260982
17803,Oschatz,4528.0153648228
48367,Stockach,4552.30634105376
905362,Oelde,4612.6923551427
14061,Rotenburg (Wümme),4718.16143313011
311741,Teterow,4744.71349980973
236523,Grimmen,4750.61161275833
313542,Rastede,4751.87556938329
1599,Freudenstadt,4754.1448663189
11519,Zerbst/Anhalt,4764.89953269747
19276,Waren (Müritz),5087.60030519471
9295,Strausberg,5288.79176293762
75781,Vilsbiburg,5473.34906741561
93125,Vreden,5558.11562899726
101931,Ahlen,5817.80236405588
9382,Lübben (Spreewald),6106.50257731479
108530,Stadtlohn,6375.18777892597
3683877,Forst (Lausitz),6609.03110227165
18443,Munster (Örtze),6870.59676945543
